Time_s,HallVoltage1,DutyCycle,Setpoint,Error,P,I,D
1737437498.2735975,0.9193270771343557,181,1.11,0.1906729228656444,49.27958342870225,25.004186149621447,-3.1928750317702876
1737437498.2748575,0.9193270771343557,181,1.11,0.1906729228656444,49.27958342870225,25.004186149621447,-3.1928750317702876
1737437498.2761183,0.9193270771343557,181,1.11,0.1906729228656444,49.27958342870225,25.004186149621447,-3.1928750317702876
1737437498.277359,0.9225497825589379,181,1.11,0.18745021744106216,49.27958342870225,25.004186149621447,-3.1928750317702876
1737437498.278686,0.9225497825589379,171,1.11,0.18745021744106216,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.2799866,0.9225497825589379,171,1.11,0.18745021744106216,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.2812607,0.9225497825589379,171,1.11,0.18745021744106216,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.2825289,0.9257724879835203,171,1.11,0.1842275120164798,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.2838247,0.9257724879835203,171,1.11,0.1842275120164798,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.2850826,0.9257724879835203,171,1.11,0.1842275120164798,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.2863379,0.9257724879835203,171,1.11,0.1842275120164798,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.2875898,0.9257724879835203,171,1.11,0.1842275120164798,46.86255436026554,25.005599712039217,-4.807774514354185
1737437498.288865,0.9257724879835203,177,1.11,0.1842275120164798,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.290143,0.9290455481803617,177,1.11,0.18095445181963843,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.2914007,0.9290455481803617,177,1.11,0.18095445181963843,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.2926633,0.9290455481803617,177,1.11,0.18095445181963843,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.2940457,0.9290455481803617,177,1.11,0.18095445181963843,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.2953858,0.9290455481803617,177,1.11,0.18095445181963843,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.2966902,0.9290455481803617,177,1.11,0.18095445181963843,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.2980342,0.9322682536049439,177,1.11,0.17773174639505618,46.05687800411995,25.007017511726907,-1.5703320279158692
1737437498.2995002,0.9322682536049439,169,1.11,0.17773174639505618,44.432936598764044,25.00842396946336,-3.078221988505622
1737437498.300776,0.9322682536049439,169,1.11,0.17773174639505618,44.432936598764044,25.00842396946336,-3.078221988505622
1737437498.3021412,0.9322682536049439,169,1.11,0.17773174639505618,44.432936598764044,25.00842396946336,-3.078221988505622
1737437498.3034115,0.9322682536049439,169,1.11,0.17773174639505618,44.432936598764044,25.00842396946336,-3.078221988505622
1737437498.3047192,0.9322682536049439,169,1.11,0.17773174639505618,44.432936598764044,25.00842396946336,-3.078221988505622
1737437498.3061345,0.9354909590295262,169,1.11,0.17450904097047393,44.432936598764044,25.00842396946336,-3.078221988505622
1737437498.307628,0.9354909590295262,169,1.11,0.17450904097047393,44.432936598764044,25.00842396946336,-3.078221988505622
1737437498.3090498,0.9354909590295262,171,1.11,0.17450904097047393,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3103485,0.9354909590295262,171,1.11,0.17450904097047393,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3116255,0.9354909590295262,171,1.11,0.17450904097047393,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3130937,0.9354909590295262,171,1.11,0.17450904097047393,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3144443,0.9354909590295262,171,1.11,0.17450904097047393,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3157544,0.9354909590295262,171,1.11,0.17450904097047393,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3170443,0.9387136644541084,171,1.11,0.17128633554589168,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3184474,0.9387136644541084,171,1.11,0.17128633554589168,43.62726024261848,25.009764322581308,-1.5734414277968374
1737437498.3202217,0.9387136644541084,169,1.11,0.17128633554589168,42.82158388647292,25.01112161665801,-1.5251081513857463
1737437498.3216782,0.9387136644541084,169,1.11,0.17128633554589168,42.82158388647292,25.01112161665801,-1.5251081513857463
1737437498.3230376,0.9387136644541084,169,1.11,0.17128633554589168,42.82158388647292,25.01112161665801,-1.5251081513857463
1737437498.3243637,0.9387136644541084,169,1.11,0.17128633554589168,42.82158388647292,25.01112161665801,-1.5251081513857463
1737437498.3256474,0.9387136644541084,169,1.11,0.17128633554589168,42.82158388647292,25.01112161665801,-1.5251081513857463
1737437498.3269894,0.9387136644541084,169,1.11,0.17128633554589168,42.82158388647292,25.01112161665801,-1.5251081513857463
1737437498.3282738,0.9387136644541084,169,1.11,0.17128633554589168,42.82158388647292,25.01112161665801,-1.5251081513857463
1737437498.3296103,0.9387136644541084,172,1.11,0.17128633554589168,42.82158388647292,25.01240766803743,-0.0
1737437498.330923,0.9387136644541084,172,1.11,0.17128633554589168,42.82158388647292,25.01240766803743,-0.0
1737437498.3322089,0.9387136644541084,172,1.11,0.17128633554589168,42.82158388647292,25.01240766803743,-0.0
1737437498.3335037,0.9419363698786907,172,1.11,0.16806363012130943,42.82158388647292,25.01240766803743,-0.0
1737437498.3350585,0.9419363698786907,172,1.11,0.16806363012130943,42.82158388647292,25.01240766803743,-0.0
1737437498.3363678,0.9419363698786907,172,1.11,0.16806363012130943,42.82158388647292,25.01240766803743,-0.0
1737437498.3376944,0.9419363698786907,172,1.11,0.16806363012130943,42.82158388647292,25.01240766803743,-0.0
1737437498.338992,0.9419363698786907,172,1.11,0.16806363012130943,42.82158388647292,25.01240766803743,-0.0
1737437498.3404193,0.9419363698786907,167,1.11,0.16806363012130943,42.015907530327354,25.013739481089615,-1.5250439192032474
1737437498.3421745,0.9419363698786907,167,1.11,0.16806363012130943,42.015907530327354,25.013739481089615,-1.5250439192032474
1737437498.343998,0.9419363698786907,167,1.11,0.16806363012130943,42.015907530327354,25.013739481089615,-1.5250439192032474
1737437498.3454323,0.9419363698786907,167,1.11,0.16806363012130943,42.015907530327354,25.013739481089615,-1.5250439192032474
1737437498.3467882,0.9419363698786907,167,1.11,0.16806363012130943,42.015907530327354,25.013739481089615,-1.5250439192032474
1737437498.3481069,0.9419363698786907,167,1.11,0.16806363012130943,42.015907530327354,25.013739481089615,-1.5250439192032474
1737437498.349414,0.9419363698786907,167,1.11,0.16806363012130943,42.015907530327354,25.013739481089615,-1.5250439192032474
1737437498.3506575,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.015033734441406,-0.0
1737437498.3519514,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.015033734441406,-0.0
1737437498.3532562,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.015033734441406,-0.0
1737437498.3545523,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.015033734441406,-0.0
1737437498.3562033,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.015033734441406,-0.0
1737437498.3579898,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.015033734441406,-0.0
1737437498.3593814,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.015033734441406,-0.0
1737437498.360699,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.3620262,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.3633082,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.3645678,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.3658507,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.3671331,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.3684554,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.3697667,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.01629669795863,-0.0
1737437498.37106,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.017597968009017,-0.0
1737437498.3723776,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.017597968009017,-0.0
1737437498.3736193,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.017597968009017,-0.0
1737437498.3748753,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.017597968009017,-0.0
1737437498.3761218,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.017597968009017,-0.0
1737437498.3774242,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.017597968009017,-0.0
1737437498.378734,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.017597968009017,-0.0
1737437498.3800237,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.017597968009017,-0.0
1737437498.3812964,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.018888965169975,-0.0
1737437498.3826082,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.018888965169975,-0.0
1737437498.383925,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.018888965169975,-0.0
1737437498.3853471,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.018888965169975,-0.0
1737437498.3866534,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.018888965169975,-0.0
1737437498.3880265,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.018888965169975,-0.0
1737437498.3893387,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.018888965169975,-0.0
1737437498.390661,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.018888965169975,-0.0
1737437498.3919358,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.393177,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.3944614,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.3957455,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.396978,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.3982947,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.399667,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.4009724,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.0201554426924,-1.572966355917363
1737437498.4022412,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.021408121793094,-0.0
1737437498.4035523,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.021408121793094,-0.0
1737437498.4049137,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.021408121793094,-0.0
1737437498.406213,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.021408121793094,-0.0
1737437498.4075334,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.021408121793094,-0.0
1737437498.4088748,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.021408121793094,-0.0
1737437498.4101543,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.021408121793094,-0.0
1737437498.411467,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.4127846,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.4140432,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.4153352,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.416644,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.4179444,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.419229,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.4205334,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.022673656013296,-0.0
1737437498.421889,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.023940481432525,-0.0
1737437498.4231708,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.023940481432525,-0.0
1737437498.4244525,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.023940481432525,-0.0
1737437498.4257646,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.023940481432525,-0.0
1737437498.4270248,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.023940481432525,-0.0
1737437498.4283462,0.9419363698786907,168,1.11,0.16806363012130943,41.210231174181764,25.023940481432525,-0.0
1737437498.4296384,0.9419363698786907,168,1.11,0.16806363012130943,41.210231174181764,25.023940481432525,-0.0
1737437498.4309187,0.9419363698786907,168,1.11,0.16806363012130943,41.210231174181764,25.023940481432525,-0.0
1737437498.4323568,0.9419363698786907,174,1.11,0.16806363012130943,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.4336772,0.9419363698786907,174,1.11,0.16806363012130943,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.4350085,0.945159075303273,174,1.11,0.16484092469672706,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.4363,0.945159075303273,174,1.11,0.16484092469672706,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.437566,0.9419363698786907,174,1.11,0.16806363012130943,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.4389188,0.9419363698786907,174,1.11,0.16806363012130943,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.4401903,0.9419363698786907,174,1.11,0.16806363012130943,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.4414942,0.9419363698786907,174,1.11,0.16806363012130943,42.015907530327354,25.025227841990638,1.577703607551318
1737437498.4427814,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02649254685719,-0.0
1737437498.4440353,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02649254685719,-0.0
1737437498.445339,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02649254685719,-0.0
1737437498.4466083,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02649254685719,-0.0
1737437498.4479659,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.02649254685719,-0.0
1737437498.449357,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.02649254685719,-0.0
1737437498.45071,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02649254685719,-0.0
1737437498.4519877,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02649254685719,-0.0
1737437498.453251,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.027789036421595,-0.0
1737437498.4545493,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.027789036421595,-0.0
1737437498.4558198,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.027789036421595,-0.0
1737437498.4570289,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.027789036421595,-0.0
1737437498.458321,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.027789036421595,-0.0
1737437498.4596424,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.027789036421595,-0.0
1737437498.4612134,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.027789036421595,-0.0
1737437498.462819,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02908805387311,-0.0
1737437498.4642186,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.02908805387311,-0.0
1737437498.465548,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02908805387311,-0.0
1737437498.466882,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.02908805387311,-0.0
1737437498.468184,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02908805387311,-0.0
1737437498.4694593,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02908805387311,-0.0
1737437498.4707417,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.02908805387311,-0.0
1737437498.4726434,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.4743352,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.475663,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.4769592,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.4782655,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.479592,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.4808476,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.4822087,0.9419363698786907,170,1.11,0.16806363012130943,42.015907530327354,25.03034968922554,-0.0
1737437498.4835758,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.031628212577846,-0.0
1737437498.4854293,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.031628212577846,-0.0
1737437498.4870718,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.031628212577846,-0.0
1737437498.4883523,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.031628212577846,-0.0
1737437498.4896617,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.031628212577846,-0.0
1737437498.4909556,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.031628212577846,-0.0
1737437498.492252,0.945159075303273,170,1.11,0.16484092469672706,42.015907530327354,25.031628212577846,-0.0
1737437498.4936624,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.032866243790306,-1.6091084887452367
1737437498.4950151,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.032866243790306,-1.6091084887452367
1737437498.496357,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.032866243790306,-1.6091084887452367
1737437498.4976509,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.032866243790306,-1.6091084887452367
1737437498.4989963,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.032866243790306,-1.6091084887452367
1737437498.500298,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.032866243790306,-1.6091084887452367
1737437498.5016034,0.945159075303273,164,1.11,0.16484092469672706,41.210231174181764,25.032866243790306,-1.6091084887452367
1737437498.5029001,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.504191,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.5054421,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.5066955,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.5080178,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.509319,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.5105963,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.511877,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.034103805700724,-0.0
1737437498.513182,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.035396437667266,-0.0
1737437498.5145185,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.035396437667266,-0.0
1737437498.5158074,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.035396437667266,-0.0
1737437498.5170698,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.035396437667266,-0.0
1737437498.51836,0.945159075303273,168,1.11,0.16484092469672706,41.210231174181764,25.035396437667266,-0.0
1737437498.5196483,0.9483817807278553,168,1.11,0.16161821927214481,41.210231174181764,25.035396437667266,-0.0
1737437498.5209002,0.9483817807278553,168,1.11,0.16161821927214481,41.210231174181764,25.035396437667266,-0.0
1737437498.522206,0.9483817807278553,168,1.11,0.16161821927214481,41.210231174181764,25.035396437667266,-0.0
1737437498.5235028,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.524743,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.5259883,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.5272994,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.5286412,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.530179,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.53151,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.5328243,0.9483817807278553,162,1.11,0.16161821927214481,40.4045548180362,25.03662743903679,-1.5866592176152827
1737437498.5340981,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.5353754,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.5366387,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.538074,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.5393999,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.540683,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.5419717,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.5432646,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.03788511153381,-0.0
1737437498.544547,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5458267,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5472708,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5485435,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5498023,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5510986,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5524118,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5536878,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.039097457271943,-0.0
1737437498.5549726,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.040360939055017,-0.0
1737437498.556351,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.040360939055017,-0.0
1737437498.5579605,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.040360939055017,-0.0
1737437498.5596404,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.040360939055017,-0.0
1737437498.5609467,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.040360939055017,-0.0
1737437498.562243,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.040360939055017,-0.0
1737437498.5635588,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.040360939055017,-0.0
1737437498.5648487,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.5661695,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.5676353,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.5689826,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.5703013,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.571624,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.5728922,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.574218,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.041606791037896,-0.0
1737437498.5758338,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.042849834985066,-0.0
1737437498.5774095,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.042849834985066,-0.0
1737437498.579062,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.042849834985066,-0.0
1737437498.5804107,0.9483817807278553,166,1.11,0.16161821927214481,40.4045548180362,25.042849834985066,-0.0
1737437498.5817394,0.9516044861524375,166,1.11,0.15839551384756256,40.4045548180362,25.042849834985066,-0.0
